"pcode","session","treatment","age","gender","activity","birthplace","accra","married","ethnicity","education","left_ghana","left_ghana_location","work_status","work_sector","income_source","income_individual","income_household","financial_decisions","care_number_minor","care_live_minor","care_number_adult","care_live_adult","care_number_elderly_parent","care_live_elderly_parent","care_number_other_family","care_live_other_family","food_weekly","transport_weekly","weekly_expense_sickness","weekly_expense_social_contributions","weekly_expense_microfinance","weekly_expense_utilities","business_investment","business_ownership","business_length","business_employees","religion","religion_birth","denomination_other","different_church","church_assistance","church_attendance","ministry_hours_ushering","ministry_hours_children","ministry_hours_choir","ministry_hours_prayer","ministry_hours_women_men","ministry_hours_youth","ministry_hours_outreach","ministry_hours_deaconess","ministry_hours_protocol","ministry_hours_pastoring","ministry_hours_home_fellowship","church_length","church_distance","church_move","church_convince","pray","food","alcohol","alcohol_reasons","family_death","spiritual_attack","church_giving","tithes","church_debt","charity","god_finances","close_friends","coworkers","business_partners","prayercamp","clubs","political_taxes","spouse","trust_ghana","trust_ghana_govt","nih","nih_reason","other_insurance","other_insurance_specify","number_churches","last_church_attend","was_last_church_revival","event_donation","next_church_attend","next_revival","influence","enum_help","n_in_session","date","revival_assignment_raw","timesurvey","weekday","experiment_date","enum","enum_gender","enum_foreign","desk","population","revival","church_revival_start","church_revival_end","revival_church","date_experiment_date","was_revival_church_had_revival","was_revival","revival_compliance_type","revival_assignment","Tinsurance","Tnoinsurance","Tinsuranceinfo","church_code","higheducation","employed","ethnicity_akan","ethnicity_ewe","ethnicity_ga","ethnicity_other","married_d","church_weekly","church_daily","church_sevweekly","pray_multiple","any_insurance","tmonthlyincome","log_tmonthlyincome","tweeklyincome","wave","church_reasons_teaching","church_reasons_moral_guidance","church_reasons_atmosphere","church_reasons_friends","church_reasons_welcoming_members","church_reasons_interesting_congregation","church_reasons_marriage_partner","church_reasons_close_to_home","church_reasons_comfortable_facilities","newborn_traditional","newborn_church_blessing","newborn_baptism","newborn_outdooring","newborn_nothing","church_convince_preaching_in_church","church_convince_preaching_outside_church","church_convince_inviting","church_convince_distributing_material","church_convince_public_speaking","church_convince_prayer","help_financial_no_one","help_financial_government_or_ngo","help_financial_friends","help_financial_family","help_financial_imam","help_financial_work_superior","help_financial_bank","help_financial_other","help_family_no_one","help_family_government_or_ngo","help_family_friends","help_family_family","help_family_pastor","help_family_imam","help_family_church_member","help_family_work_superior","help_family_medical_professional","help_family_bank","help_family_other","help_health_no_one","help_health_government_or_ngo","help_health_friends","help_health_family","help_health_pastor","help_health_imam","help_health_church_member","help_health_work_superior","help_health_medical_professional","help_health_bank","help_health_other","help_financial_church_community","ministry_hours","high_ministry","choice_church_thanks","choice_church_street","choice_keep_church","choice_keep_thanks","choice_church_churchnamed","choice_churchnamed_thanks","choice_churchnamed_street","choice_street_thanks","choice_keep_churchnamed","choice_keep_street","work_status_other","work_sector_other","income_source_other","income_month_household","financial_decision_other","care_number_other_family_care","care_live_other_family_care","religion_other","church_reasons_other","church_reasons_other_details","clothing","newborn_5","newborn_other","family_death_other","help_family_other_details","help_financial_other_details","help_health_government_hospital","help_health_traditional_healer","help_health_other_details","political_affiliation","spouse_other","day","monthlyincome","market_help_3","decision_time","insurance","datetime","time","subjectidx","muslim","share","percent","high_giving","revival_Tinsurance","revival_Tnoinsurance","insurance_high","noinsurance_high","ethnicity_other_details","church_n_nonrevival","Dchurch1","Dchurch2","Dchurch3","Dchurch4","Dchurch5","Dchurch6","Dchurch7","Dchurch8","Dchurch9","Dchurch10","Dchurch20","Dchurch21","Dchurch30","church_name_raw","church_name_grouped","denomination_market","wave_endowment","wave_exchange_to_2019","cedi2019_choice_church_thanks","cedi2019_choice_church_street","cedi2019_choice_keep_church","cedi2019_choice_keep_thanks","cedi2019_choice_church_churchnamed","cedi2019_choice_churchnamed_thanks","cedi2019_choice_churchnamed_street","cedi2019_choice_street_thanks","cedi2019_choice_keep_churchnamed","cedi2019_choice_keep_street","giving_share","giving_quartile","high_giver","high_giver_church","high_giver_wave","church_ministry_children","church_ministry_choir","church_ministry_prayer","church_ministry_outreach","church_ministry_home_fellowship","church_ministry_all_ages","church_ministry_ushering_and_protocol","church_ministry_pastoring_or_deacon","ministry_count","changed_food_drink_religious","last_church_weekday","changed_church","always_church","gets_family_help_from_church","business_with_church","makes_friends_in_church","travels_more_than_hour","took_debt_for_church","moved_for_church","newborn_blessing_in_church","attended_prayercamp","believes_god_involved_in_finances","many_ministries","tries_to_convince_others","believes_spiritual_attack","charity_more_important","charity_less_important","received_assistance","is_married","has_nih","has_other_insurance","use_church_spiritually","use_church_financially","use_church_socially","costly_behaviour","use_church_network"
"ptj8pdr7",108,"Insurance information",46,"Male","Private sector","Rural Ghana","More than 10 years","Married","Ewe","First degree","Yes","Burkina faso","Employed","Services","Salaried job","More than 1000","More than 1000","Joint decisions incl. me","More than 5","More than 5","1 people","0 people","0 people","0 people","0 people","0 people","More than 120","More than 120","0","More than 120","0","15 to 20","0","No","","","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"3 to 5 hours","30 minutes to 1 hour","No","['3', '4']","Multiple times per day","No","No","No","Other","No",11.0209088765075,"No","No","Yes, they are equally important","God blesses me with financial abundance","Yes, I try to seek people from my church but it is not so important","No, it is not important at all","No, it is not important at all","No","None","I prefer to give money directly to my church","Church","You usually cannot be too careful dealing with people","I mostly mistrust the government","Yes","","Yes","Nationwide Medical Insurance",2,"Sunday","Yes","Yes","Thursday","No","Yes","Yes",6,"2019-05-15","The person was assigned, but did not come during the assigned week.",1402,"Wednesday",150519,27,1,0,NA,"church",0,"2019-05-27","2019-05-31",TRUE,"2019-05-15",FALSE,FALSE,"defier",1,0,0,1,10,1,1,0,1,0,FALSE,1,1,0,1,1,1,661.254532590448,6.49413883772814,165.313633147612,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.526315789473684,0.526315789473684,0.473684210526316,0,1,0.526315789473684,0.526315789473684,0.210526315789474,0.210526315789474,0.210526315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,10,10,9,0,19,10,10,4,4,4,0.0166666666666667,2,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,0,1,1,0,FALSE,0,0,0,1,0,1,0,TRUE,0,0,0,0,1,1,1,0.7931596911996,0,0,0.111455643025079,0
"quemu520",138,"Insurance information",21,"Male","Student","Accra","Whole life","Single","Other","SHS","No","","Student","Student","Family","450 to 500","900 to 1000","Parent","0 people","0 people","0 people","0 people","0 people","0 people","0 people","0 people","100 to 110","90 to 100","Less than 5","0","15 to 20","0","0","No","","0 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,"more than 5 hours","Less than 30 minutes","No","['1', '2', '5']","Once per day","No","No","No","Illness","No",4.72324666136034,"No","No","Yes, they are equally important","God blesses me with financial abundance","Yes, I try to seek people from my church but it is not so important","No, it is not important at all","No, it is not important at all","No","Christ crew incorporated","I prefer to give money directly to my church","Church","People can usually be trusted","I mostly mistrust the government","Yes","","No","",1,"Sunday","No","Yes","Saturday","No","No","No",8,"2019-05-29","The person was assigned to come this week but there was no randomisation",1020,"Wednesday",290519,32,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-29",TRUE,TRUE,"no_randomisation",NA,0,0,1,10,0,0,0,0,0,TRUE,0,1,0,1,0,1,299.138955219488,5.70090819861122,74.7847388048721,2,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0.473684210526316,0.473684210526316,0.736842105263158,0.736842105263158,0.526315789473684,0.526315789473684,0.473684210526316,0.526315789473684,0.789473684210526,0.789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,9,9,14,14,10,10,9,10,15,15,0.0157894736842105,1,0,0,0,0,1,0,0,1,1,0,0,3,0,FALSE,0,1,1,0,FALSE,0,0,0,1,0,1,1,TRUE,0,0,0,0,0,1,0,0.829733966215544,0,0,0.111455643025079,0
"qyl9uoo2",142,"No insurance",67,"Male","Private sector","Accra","Whole life","Married","Akan","Professional degree","Yes","Nigeria","Employed","Services","Salaried job","More than 1000","More than 1000","Joint decisions incl. me","4 people","2 people","2 people","0 people","0 people","0 people","0 people","0 people","More than 120","100 to 110","0","More than 120","0","40 to 50","0","No","","0 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","Yes, I changed more than 5 years ago","No","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"3 to 5 hours","Less than 30 minutes","No","['1']","Multiple times per day","No","No","No","Illness","No",23.6162333068017,"Yes","No","No, charity is less important","God provides enough that I do not suffer","Yes, I try to only make friends with people from my church","No, it is not important at all","No, it is not important at all","No","None","I prefer to give money directly to my church","Church","You always cannot be too careful dealing with people","I always mistrust the government","Yes","","No","",2,"Wednesday","Yes","No","Thursday","Yes","Yes","Yes",4,"2019-05-30","The person was assigned to come this week but there was no randomisation",933,"Thursday",300519,27,1,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-30",TRUE,TRUE,"no_randomisation",NA,0,1,0,10,1,1,1,0,0,FALSE,1,1,0,1,1,1,661.254532590448,6.49413883772814,165.313633147612,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.789473684210526,0.473684210526316,0.473684210526316,1,0.789473684210526,0.526315789473684,0.789473684210526,0.789473684210526,0.473684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,19,15,9,9,19,15,10,15,15,9,0.0357142857142857,3,0,0,0,0,0,0,0,0,1,0,0,1,0,TRUE,1,0,1,0,TRUE,0,0,0,1,0,1,0,TRUE,0,0,1,0,1,1,0,0.829733966215544,0,0.339894544078642,0.111455643025079,0.227863853611779
"rbfcu3gf",141,"Insurance information",40,"Female","Other","Rural Ghana","More than 10 years","Married","Akan","SHS","No","","Unemployed or casual worker","Services","Entrepreneur","300 to 350","400 to 450","Joint decisions incl. me","4 people","4 people","0 people","0 people","1 people","0 people","0 people","0 people","More than 120","30 to 35","More than 120","25 to 30","20 to 25","30 to 35","200 to 250","No","","","Pentecostal or charismatic Christian","No","Central Assemblies of God","Yes, I changed more than 5 years ago","No","More than once per week",NA,NA,1,NA,1,NA,NA,NA,NA,NA,4,"1 to 3 hours","30 minutes to 1 hour","No","['2', '5']","Multiple times per day","No","No","Yes","Illness","No",17.3185710916546,"Yes","No","Yes, they are equally important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek work with people from my church or but it is not so important","Yes, I try to do business with people from my church but it is not so important","No","No Other club","I prefer to keep money for my own business","Through friends","You usually cannot be too careful dealing with people","I always mistrust the government","Yes","","No","",2,"Tuesday","Yes","Yes","Wednesday","Yes","Yes","Yes",4,"2019-05-29","The person was assigned to come this week but there was no randomisation",1614,"Wednesday",290519,33,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-29",TRUE,TRUE,"no_randomisation",NA,0,0,1,10,0,0,1,0,0,FALSE,1,1,0,1,1,1,204.674021992282,5.32141857690631,51.1685054980704,2,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,1,0.526315789473684,0.526315789473684,0.736842105263158,0.526315789473684,0.526315789473684,0.526315789473684,0.526315789473684,0.526315789473684,0.526315789473684,0.736842105263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Central Assemblies of God",19,1,10,10,14,10,10,10,10,10,10,14,0.0846153846153846,4,1,1,1,0,1,0,0,0,1,0,0,2,1,TRUE,1,0,1,1,FALSE,0,0,0,1,0,1,0,TRUE,0,0,0,0,1,1,0,0.829733966215544,0.272805478348318,0.660105455921358,0.323452410942669,0.487163932273301
"rceo53en",105,"No insurance",45,"Female","Shopkeeper","Rural Ghana","More than 10 years","Married","Akan","JHSS","No",NA,"Self-employed","Manufacturing or construction","Entrepreneur","700 to 800","More than 1000","Me","3 people","3 people","2 people","0 people","1 people","0 people","1 people","0 people","More than 120","60 to 70","More than 120","15 to 20","100 to 110","35 to 40","More than 1000","No","Less than 1 year","0 employees","Pentecostal or charismatic Christian","No","Crossway Assemblies of God","Yes, I changed within the last 5 years","No","More than once per week",NA,5,NA,NA,1,NA,NA,NA,NA,NA,4,"more than 5 hours","30 minutes to 1 hour","No","['5']","Multiple times per day","No","No","No","Old age","No",11.0209088765075,"No","No","Yes, they are equally important","God is not interested in my finances","Yes, I try to only make friends with people from my church","Yes, I try to only seek work with people from my church","Yes, I only work or do business with people from my church","No","N/A","I prefer to give money directly to my church","Through work","People can almost always be trusted","I always trust the government","Yes","","No","",2,"Wednesday","No","Yes","Sunday","No","Yes","No",6,"2019-05-15","Yes, the person was assigned  and came during the assigned week",1058,"Wednesday",150519,28,0,0,NA,"church",0,"2019-05-27","2019-05-31",TRUE,"2019-05-15",FALSE,FALSE,"complier",0,0,1,0,10,0,1,1,0,0,FALSE,1,1,0,1,1,1,472.324666136034,6.15766660110693,118.081166534009,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0.473684210526316,0.526315789473684,0.526315789473684,0.526315789473684,0.473684210526316,0.526315789473684,0.526315789473684,0.473684210526316,0.526315789473684,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,9,10,10,10,9,10,10,9,10,10,0.0233333333333333,2,0,0,0,0,0,0,0,1,1,0,0,2,0,TRUE,1,0,1,1,TRUE,0,0,0,1,0,0,0,TRUE,0,0,0,0,1,1,0,0.0722092009229822,0.272805478348318,0.339894544078642,0.111455643025079,0.27898951437802
"rfo7w0ie",141,"Insurance information",38,"Female","Shopkeeper","Accra","Whole life","Single","Akan","JHSS","No","None","Self-employed","Services","Entrepreneur","300 to 350","350 to 400","Me","1 people","1 people","1 people","0 people","0 people","0 people","0 people","0 people","90 to 100","30 to 35","0","More than 120","40 to 50","5 to 10","200 to 250","Yes","More than 10 years","0 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","Yes, I changed within the last 5 years","No","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"3 to 5 hours","30 minutes to 1 hour","No","['1']","Multiple times per day","No","No","No","Illness","Yes",14.169739984081,"Yes","Yes","Yes, they are equally important","God blesses me with financial abundance","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","None","I prefer to give money directly to my church","Church","You usually cannot be too careful dealing with people","I always mistrust the government","No","","No","",4,"Sunday","No","No","Wednesday","Yes","Yes","Yes",4,"2019-05-29","Yes, the person was assigned  and came during the assigned week",1556,"Wednesday",290519,27,1,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-29",TRUE,TRUE,"complier",1,0,0,1,10,0,1,1,0,0,FALSE,0,1,0,1,1,0,204.674021992282,5.32141857690631,51.1685054980704,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.473684210526316,0.473684210526316,0.473684210526316,0.526315789473684,1,0.210526315789474,0.473684210526316,0.526315789473684,0.789473684210526,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,9,9,9,10,19,4,9,10,15,10,0.0692307692307692,4,0,1,1,0,0,0,0,0,1,0,0,1,0,FALSE,1,0,1,0,FALSE,0,1,0,0,0,1,0,TRUE,1,0,0,0,0,0,0,0.938596683849702,0.384783604956819,0,0.254084517086122,0.138987126874352
"rj5ld4a5",144,"Insurance",27,"Female","Civil servant","Accra","Whole life","Single","Ga Adangbe","Polytechnic","No","","Employed","Government","Salaried job","500 to 600","More than 1000","Joint decisions incl. me","0 people","0 people","2 people","2 people","0 people","0 people","0 people","0 people","90 to 100","35 to 40","40 to 50","5 to 10","0","10 to 15","600 to 700","Yes","3 to 10 years","0 employees","Pentecostal or charismatic Christian","No","Crossway Assemblies of God","Yes, I changed within the last 5 years","No","More than once per week",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1 to 3 hours","Less than 30 minutes","No","['2']","Multiple times per day","No","No","Yes","Illness","No",4.72324666136034,"No","No","No, charity is more important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","No, it is not important at all","Yes, I try to do business with people from my church but it is not so important","No","None","I prefer to give money directly to my church","Church","You usually cannot be too careful dealing with people","I mostly trust the government","Yes","","Yes","BIMA Insurance",2,"Sunday","No","Yes","Sunday","No","No","Yes",5,"2019-05-30","The person was not assigned to any session this week",1505,"Thursday",300519,23,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-30",TRUE,TRUE,"showed_up",NA,1,0,0,10,1,1,0,0,1,FALSE,0,1,0,1,1,1,346.371421833092,5.84751167280309,86.592855458273,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.526315789473684,0.473684210526316,0.736842105263158,0.526315789473684,0.526315789473684,0.473684210526316,0.473684210526316,0.526315789473684,0.789473684210526,0.789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,10,9,14,10,10,9,9,10,15,15,0.0136363636363636,1,0,0,0,0,0,0,0,0,1,0,0,1,1,FALSE,1,0,1,1,FALSE,0,0,0,0,0,1,0,TRUE,0,1,0,0,0,1,1,0.829733966215544,0.272805478348318,0,0.202001800534994,0.0511256607662416
"rl5h3yet",144,"Insurance",25,"Female","Unemployed","Rural Ghana","5 to 10 years","Single","Akan","SHS","No","N/A","Unemployed or casual worker","Unemployed","Family","100 to 150","150 to 200","Me","1 people","1 people","0 people","0 people","0 people","0 people","0 people","0 people","More than 120","More than 120","More than 120","0","0","35 to 40","0","No","","0 employees","Pentecostal or charismatic Christian","Yes","Crossway Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,NA,NA,1,1,4,NA,NA,NA,1,"1 to 3 hours","30 minutes to 1 hour","No","['1', '2', '5']","Multiple times per day","No","No","No","Accident","Yes",17.3185710916546,"No","Yes","Yes, they are equally important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek work with people from my church or but it is not so important","Yes, I only work or do business with people from my church","Yes","Onuador","I prefer to keep money for my own business","Church","You always cannot be too careful dealing with people","I always mistrust the government","Yes","","No","",1,"Sunday","No","Yes","Sunday","No","Yes","Yes",5,"2019-05-30","The person was assigned to come this week but there was no randomisation",1505,"Thursday",300519,28,0,0,NA,"church",1,"2019-05-27","2019-05-31",TRUE,"2019-05-30",TRUE,TRUE,"no_randomisation",NA,1,0,0,10,0,0,1,0,0,FALSE,0,1,0,1,1,1,78.7207776893391,4.36590713187888,19.6801944223348,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,1,0.526315789473684,0.526315789473684,1,1,0,0.473684210526316,0.526315789473684,0.526315789473684,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,10,10,19,19,0,9,10,10,19,19,0.22,4,1,1,1,0,0,0,1,0,1,0,0,2,0,FALSE,0,1,1,1,FALSE,0,1,0,1,1,1,0,TRUE,1,0,0,0,0,1,0,1,0.272805478348318,0.28040943242108,0.375535127493797,0.22027946666378
"rz1fsfaa",106,"Insurance information",41,"Female","Private sector","Rural Ghana","More than 10 years","Married","Akan","JHSS","No","","Self-employed","Services","Entrepreneur","400 to 450","900 to 1000","Spouse","3 people","3 people","2 people","0 people","0 people","0 people","0 people","0 people","More than 120","50 to 60","35 to 40","0","0","25 to 30","0","Yes","3 to 10 years","0 employees","Pentecostal or charismatic Christian","No","Crossway Assemblies of God","Yes, I changed more than 5 years ago","No","More than once per week",NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,"more than 5 hours","Less than 30 minutes","No","['0', '2']","Multiple times per day","No","No","Yes","Other","No",4.72324666136034,"I do not regularly pay tithes","No","No, charity is more important","God blesses me with financial abundance","Yes, I try to only make friends with people from my church","No, I prefer not to work with people from my church","No, I prefer not to work or do business with people from my church","No","No Other club","I prefer to give money directly to my church","Church","You usually cannot be too careful dealing with people","I mostly trust the government","Yes","","No","",3,"Wednesday","No","Yes","Thursday","No","Yes","Yes",7,"2019-05-15","Yes, the person was assigned  and came during the assigned week",1142,"Wednesday",150519,33,0,0,NA,"church",0,"2019-05-27","2019-05-31",TRUE,"2019-05-15",FALSE,FALSE,"complier",0,0,0,1,10,0,1,1,0,0,FALSE,1,1,0,1,1,1,267.650644143753,5.58968256350099,66.9126610359382,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,0.526315789473684,0.315789473684211,0.789473684210526,0.789473684210526,0.526315789473684,0.473684210526316,0.526315789473684,0.526315789473684,0.473684210526316,0.473684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,10,6,15,15,10,9,10,10,9,9,0.0176470588235294,2,0,0,0,0,1,0,0,0,1,0,0,2,1,TRUE,1,0,0,0,TRUE,0,0,0,1,0,1,0,TRUE,0,1,0,0,1,1,0,0.829733966215544,0,0.339894544078642,0.202001800534994,0.227863853611779
"sphtisnf",106,"Insurance information",60,"Female","Shopkeeper","Rural Ghana","More than 10 years","Married","Akan","JHSS","No","","Self-employed","Services","Entrepreneur","More than 1000","More than 1000","Joint decisions incl. me","1 people","1 people","0 people","0 people","1 people","0 people","0 people","0 people","90 to 100","40 to 50","0","More than 120","More than 120","5 to 10","More than 1000","Yes","More than 10 years","0 employees","Pentecostal or charismatic Christian","No","Crossway Assemblies of God","Yes, I changed within the last 5 years","Yes","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,"3 to 5 hours","30 minutes to 1 hour","No","['0', '1', '3', '5']","Multiple times per day","No","No","No","Illness","No",4.72324666136034,"Yes","No","No, charity is less important","God blesses me with financial abundance","Yes, I try to only make friends with people from my church","Yes, I try to only seek work with people from my church","Yes, I only work or do business with people from my church","No","None","I prefer to give money directly to my church","Other social gathering 6 Internet","You usually cannot be too careful dealing with people","I mostly mistrust the government","Yes","","Yes","Sic Sika Plant",1,"Wednesday","No","Yes","Thursday","No","Yes","Yes",7,"2019-05-15","The person was not assigned to any session this week",1142,"Wednesday",150519,27,1,0,NA,"church",0,"2019-05-27","2019-05-31",TRUE,"2019-05-15",FALSE,FALSE,"showed_up",NA,0,0,1,10,0,1,1,0,0,FALSE,1,1,0,1,1,1,661.254532590448,6.49413883772814,165.313633147612,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0.842105263157895,0.684210526315789,0.526315789473684,0.526315789473684,0,0.526315789473684,0.526315789473684,0.315789473684211,0.526315789473684,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,0,0,0,0,1,0,0,0,"AoG Crossway","AoG Crossway","Crossway Assemblies of God",19,1,16,13,10,10,0,10,10,6,10,10,0.00714285714285714,1,0,0,0,0,0,0,0,1,1,0,0,2,0,TRUE,1,0,0,1,TRUE,0,0,0,1,0,1,0,TRUE,0,0,1,1,1,1,1,0.7931596911996,0.615216395043181,0.339894544078642,0.111455643025079,0.424974601618588
